test_page,papers_page,trust_min,quiz_papers_n,n_papers,price_row,judgment_min,fp_cost,fn_cost,budget_spent_avg,paid_pages_n_avg,ch_did_round_prop,wrk_did_round_prop,acc_mv_avg,fp_avg,fn_avg,fp_mv_lose_avg,fn_mv_lose_avg,acc_mv_std,fp_mv_lose_std,fn_mv_lose_std,fp_cons_lose_avg,fp_cons_lose_std,fn_cons_lose_avg,fn_cons_lose_std,consent_thrs
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.21982,0.78018,0.85893,0.141572695578,0.140895854495,37.977,29.662,0.0232240198932,11.5087128299,5.59676299302,0.424718086735,0.123031517805,0.140895854495,0.0263218085058,0.6
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.153553333333,0.846446666667,0.903233333333,0.095908529809,0.0971535535483,25.95,20.38,0.0192096908414,8.72143910143,4.71779609564,0.287725589427,0.0939008968159,0.0971535535483,0.0221501621619,0.6
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.105116666667,0.894883333333,0.935736666667,0.0639229813661,0.0643955623857,17.298,13.513,0.0153764462734,7.28403706745,3.82698719622,0.191768944098,0.0791975053386,0.0643955623857,0.0180956264538,0.6
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.06224,0.93776,0.961396666667,0.0387889217004,0.0385085445883,10.455,8.096,0.0116072003515,5.67608800143,2.85110224299,0.116366765101,0.0627966229417,0.0385085445883,0.0134234650861,0.6
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.02945,0.97055,0.976246666667,0.0238308404605,0.0237125555092,6.423,4.985,0.00969543076804,4.5369671588,2.39306811437,0.0714925213815,0.0507031521046,0.0237125555092,0.0113120357545,0.6
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0248066666667,0.975193333333,0.981946666667,0.0178641768372,0.0181256009049,4.842,3.802,0.00809179557055,3.81248422948,2.0001989901,0.0535925305115,0.0420355818524,0.0181256009049,0.00952460501633,0.6
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.0160533333333,0.983946666667,0.988393333333,0.0118619362035,0.0114854395754,3.204,2.414,0.00616412199749,3.08777978489,1.54421630609,0.0355858086105,0.0340115719984,0.0114854395754,0.00733184941142,0.6
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.0127233333333,0.987276666667,0.99089,0.0090525643604,0.00914252429675,2.442,1.919,0.00536626396005,2.59704370391,1.41082918881,0.0271576930812,0.0289731029207,0.00914252429675,0.00670364413565,0.6
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00212333333333,0.997876666667,0.99327,0.00669971482302,0.00673987037832,1.809,1.416,0.00509099313603,2.29924313634,1.25735595596,0.0200991444691,0.0256939041508,0.00673987037832,0.00597679530585,0.6
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00145333333333,0.998546666667,0.994683333333,0.00546730524659,0.00524794133119,1.479,1.102,0.00434482450739,2.07835487826,1.07312441031,0.0164019157398,0.0230852209969,0.00524794133119,0.00511697731215,0.6
