test_page,papers_page,trust_min,quiz_papers_n,n_papers,price_row,judgment_min,fp_cost,fn_cost,budget_spent_avg,paid_pages_n_avg,ch_did_round_prop,wrk_did_round_prop,acc_mv_avg,fp_avg,fn_avg,fp_mv_lose_avg,fn_mv_lose_avg,acc_mv_std,fp_mv_lose_std,fn_mv_lose_std,fp_cons_lose_avg,fp_cons_lose_std,fn_cons_lose_avg,fn_cons_lose_std,consent_thrs
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.01405,0.98595,0.98697,0.0127477414841,0.0133138212455,5.733,1.998,0.00698308989234,4.3753526715,1.44637339577,0.0382432244522,0.0290426343841,0.0133138212455,0.00965034259512,0.8
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.0105166666667,0.989483333333,0.989493333333,0.010295193842,0.0107191665783,4.647,1.603,0.00594315292304,3.67129282406,1.29050029059,0.0308855815261,0.0244628644041,0.0107191665783,0.00864582800633,0.8
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00518666666667,0.994813333333,0.99302,0.00686526068717,0.00709885756614,3.105,1.059,0.00478790606053,2.97858607396,1.0590179413,0.0205957820615,0.0196925077066,0.00709885756614,0.00712620635292,0.8
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00424666666667,0.995753333333,0.99411,0.00596601619126,0.00582242256151,2.688,0.871,0.00441299973563,2.9411997552,0.913432537191,0.0178980485738,0.0196316877456,0.00582242256151,0.00610298187876,0.8
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.216273333333,0.783726666667,0.85857,0.142234360538,0.140704963578,63.99,21.099,0.0221447156977,13.691015302,4.55951740867,0.426703081614,0.0889547416633,0.140704963578,0.0295315280707,1.0
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.1625,0.8375,0.899676666667,0.099624690642,0.101125881812,44.763,15.176,0.0192450833548,12.0966454441,3.8526645325,0.298874071926,0.0798624567301,0.101125881812,0.0252027167464,1.0
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.101913333333,0.898086666667,0.93805,0.0617350363251,0.0620944441064,27.759,9.332,0.0156577190761,9.38237278091,3.21368573448,0.185205108975,0.0615311563723,0.0620944441064,0.0209693824303,1.0
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.0589233333333,0.941076666667,0.95931,0.0406705242193,0.0407191833365,18.273,6.116,0.0128054463239,7.90015639086,2.5319052115,0.122011572658,0.052295084054,0.0407191833365,0.0166329565188,1.0
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.0395333333333,0.960466666667,0.974323333333,0.0258120653169,0.0255141860717,11.646,3.821,0.00915714111136,5.88036427443,1.91910369704,0.0774361959506,0.0386856249365,0.0255141860717,0.0127462608968,1.0
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0202633333333,0.979736666667,0.983243333333,0.0167379533881,0.016769884526,7.539,2.514,0.00760282915178,4.85205925355,1.63578849489,0.0502138601643,0.032247479664,0.016769884526,0.0108811843384,1.0
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.0137733333333,0.986226666667,0.98804,0.0118110442435,0.0120840972993,5.313,1.817,0.00670344521703,4.2580548376,1.349633654,0.0354331327305,0.0281162112105,0.0120840972993,0.00894549308854,1.0
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.00656333333333,0.993436666667,0.99146,0.00848313991816,0.00859796937519,3.825,1.287,0.00525584965116,3.31818851182,1.11113950519,0.0254494197545,0.0220221820221,0.00859796937519,0.00744576750185,1.0
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00274666666667,0.997253333333,0.99328,0.00694313752579,0.00652861939428,3.126,0.974,0.00482325846521,3.13530285618,0.977406773048,0.0208294125774,0.0208424116975,0.00652861939428,0.00654874446337,1.0
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00251666666667,0.997483333333,0.995056666667,0.00461924369763,0.00527790631286,2.073,0.792,0.00397172086968,2.54826823549,0.89929750361,0.0138577310929,0.0173350120868,0.00527790631286,0.00601502839463,1.0
