test_page,papers_page,trust_min,quiz_papers_n,n_papers,price_row,judgment_min,fp_cost,fn_cost,budget_spent_avg,paid_pages_n_avg,ch_did_round_prop,wrk_did_round_prop,acc_mv_avg,fp_avg,fn_avg,fp_mv_lose_avg,fn_mv_lose_avg,acc_mv_std,fp_mv_lose_std,fn_mv_lose_std,fp_cons_lose_avg,fp_cons_lose_std,fn_cons_lose_avg,fn_cons_lose_std,consent_thrs
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.222456666667,0.777543333333,0.860223333333,0.141282244231,0.138210125079,63.642,20.719,0.0218262102884,13.7484484943,4.74278810406,0.423846732692,0.0874626023738,0.138210125079,0.0306806104482,0.6
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.144393333333,0.855606666667,0.907383333333,0.0924715196642,0.0928226676817,41.61,13.915,0.0190160093372,11.5112075822,3.94078355153,0.277414558993,0.0755966118607,0.0928226676817,0.0258290417872,0.6
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.104416666667,0.895583333333,0.939613333333,0.0595293172739,0.0611602349193,26.808,9.18,0.0147409271531,9.1487231896,3.12563593529,0.178587951822,0.0593899244034,0.0611602349193,0.0206889822208,0.6
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.0628,0.9372,0.961126666667,0.0388959504994,0.0388388354204,17.547,5.813,0.0120884499512,7.43503806312,2.48797729089,0.116687851498,0.0487113951427,0.0388388354204,0.0165274881622,0.6
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.04104,0.95896,0.97406,0.026020133281,0.0257892347874,11.715,3.877,0.00961623395907,6.06265412175,1.99345704744,0.0780603998431,0.0398200715452,0.0257892347874,0.0131997121031,0.6
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0229433333333,0.977056666667,0.982636666667,0.0175488879794,0.0171749942636,7.902,2.575,0.00790732360958,4.87630967023,1.64084581847,0.0526466639383,0.0324012403089,0.0171749942636,0.0109504988283,0.6
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.01246,0.98754,0.987146666667,0.0131528324166,0.0125348125435,5.925,1.881,0.00678172708255,4.2915469239,1.37798367189,0.0394584972497,0.0286006920348,0.0125348125435,0.00911500437831,0.6
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.00757333333333,0.992426666667,0.990243333333,0.00956630170059,0.00990409446907,4.311,1.49,0.0055913335718,3.59503532667,1.24414629365,0.0286989051018,0.0239282363586,0.00990409446907,0.00821842872562,0.6
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00293666666667,0.997063333333,0.99306,0.00692846037542,0.00694949280903,3.126,1.04,0.0046443226991,2.930550119,1.00816665289,0.0207853811263,0.0193825877994,0.00694949280903,0.00673521770324,0.6
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00322,0.99678,0.99493,0.00536646630764,0.00479095278359,2.412,0.717,0.00410901312834,2.67586546747,0.872302126559,0.0160993989229,0.0178752414108,0.00479095278359,0.00585197864986,0.6
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.22792,0.77208,0.854003333333,0.146645407499,0.145380129421,65.883,21.838,0.0226697544465,14.2578859232,4.66902088237,0.439936222497,0.0911441945577,0.145380129421,0.0304961723183,0.8
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.1581,0.8419,0.904906666667,0.0947265689463,0.0955467312493,42.633,14.317,0.0189417868452,11.6268788159,3.93147694893,0.284179706839,0.0760985847303,0.0955467312493,0.0258285508782,0.8
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.105256666667,0.894743333333,0.937613333333,0.0620309858653,0.0627359227223,28.026,9.374,0.0153663933454,9.28985059083,3.20283062306,0.186092957596,0.0605621318419,0.0627359227223,0.021207115893,0.8
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.0636966666667,0.936303333333,0.957163333333,0.0424008390655,0.0432871075474,19.071,6.494,0.0122659415547,7.61288112346,2.66420044291,0.127202517196,0.0504631048143,0.0432871075474,0.0176363029761,0.8
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.0369833333333,0.963016666667,0.97453,0.0250387055759,0.0258969342975,11.247,3.892,0.0101588051572,5.98798722444,2.11384389206,0.0751161167278,0.0399403123972,0.0258969342975,0.0139600671273,0.8
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0249933333333,0.975006666667,0.981903333333,0.0178371331912,0.0183292081013,7.998,2.763,0.00806016197797,5.0311028612,1.65373244511,0.0535113995737,0.033517293566,0.0183292081013,0.0108735296767,0.8
