Nt,J,lr,loss_mean,loss_std,syn_votes_prop,price_mean,recall,precision,f_beta,f_beta_std,alg
2,3,5,0.3686,0.0425210536088,0.731666666667,6.6,0.5021875,0.969243799093,0.54527461938,0.0662642781758,Baseline
2,3,5,0.4074,0.0536958098924,0.731666666667,6.45546,0.4384375,0.965721198626,0.481078049054,0.0849120919384,M-runs
2,3,5,0.3206,0.0586654924125,0.696370776349,7.71738,0.5740625,0.973894789525,0.614906829291,0.0857668863256,SM-runs
2,5,5,0.2706,0.0386993539998,0.839,11.0,0.5771875,1.0,0.620310034185,0.058545151081,Baseline
2,5,5,0.3096,0.0497176025166,0.839,10.7481,0.51625,1.0,0.560440965132,0.0768254175796,M-runs
2,5,5,0.3292,0.111118675298,0.715347989392,9.56824,0.485625,1.0,0.525525431737,0.178144882209,SM-runs
3,3,5,0.3388,0.0411650337058,0.806666666667,6.9,0.54875,0.971956761356,0.590990280455,0.0623253478927,Baseline
3,3,5,0.3754,0.0696623284136,0.806666666667,6.73854,0.4634375,0.977524696449,0.506369281294,0.0961959418234,M-runs
3,3,5,0.2802,0.0709504052138,0.755180741817,9.37779,0.6121875,0.982921655677,0.651872214699,0.0903368964355,SM-runs
3,5,5,0.242,0.0341760149813,0.884,11.5,0.621875,1.0,0.663222498367,0.0504920102253,Baseline
3,5,5,0.3008,0.0455561192377,0.884,11.2286,0.53,1.0,0.574146200312,0.069855054694,M-runs
3,5,5,0.2588,0.0725710686155,0.726255312045,11.50092,0.595625,1.0,0.636422182723,0.110888372897,SM-runs
4,3,5,0.3748,0.0397612877055,0.853333333333,7.2,0.4925,0.968771769119,0.535785056373,0.0616373649257,Baseline
4,3,5,0.4572,0.0527272225705,0.853333333333,7.03656,0.3059375,0.986431263181,0.344638767747,0.077377396171,M-runs
4,3,5,0.4768,0.0806086843957,0.741296983147,7.4712,0.2753125,0.986149774762,0.309679774378,0.134179851944,SM-runs
4,5,5,0.3152,0.0394076134776,0.912,12.0,0.5075,1.0,0.552200802723,0.0609738761962,Baseline
4,5,5,0.4212,0.0443909900768,0.912,11.7072,0.341875,1.0,0.383054101503,0.0724285975202,M-runs
4,5,5,0.4746,0.0793022067789,0.77499133617,9.75384,0.2584375,1.0,0.291735422791,0.133620421065,SM-runs
5,3,5,0.398,0.0369864840178,0.865,7.5,0.45625,0.966352736967,0.499670224394,0.0582663440754,Baseline
5,3,5,0.4642,0.0372069885909,0.865,7.326,0.2746875,1.0,0.311772222457,0.06234057242,M-runs
5,3,5,0.5054,0.0628397963078,0.75014630312,7.14975,0.2103125,1.0,0.240159262909,0.107671159462,SM-runs
5,5,5,0.323,0.031,0.919,12.5,0.4953125,1.0,0.540374792396,0.0484505308235,Baseline
5,5,5,0.427,0.0301496268634,0.919,12.1975,0.3328125,1.0,0.374010006074,0.0498832462578,M-runs
5,5,5,0.5284,0.0562977797076,0.808971790781,8.91725,0.174375,1.0,0.200542971703,0.0973836645892,SM-runs
