Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,acc_term,theta
1,3,5,0.1072,0.0314445543775,0.0642164360696,0.987920433854,16.3005333333,0.502819565605,SM-runs,0.987920433854,0.971928193563,0.985204666671,5,0.3
1,3,5,0.2625,0.0454926734028,0.0645622626594,0.983875551346,25.5148666667,0.610540729372,SM-runs,0.983875551346,0.788937329263,0.944695158075,5,0.8
1,3,5,0.625566666667,0.19201747895,0.0199153040507,0.141137871,7.23376666667,5.52315028272,SM-runs,0.141137871,0.864356443476,0.148909583107,-5,0.3
1,3,5,0.252066666667,0.0390289920728,0.0189541728143,0.108119074298,7.62023333333,8.19662756538,SM-runs,0.108119074298,0.432346115126,0.113915951038,-5,0.8
1,3,5,0.222233333333,0.0400155664155,0.134616206975,0.980791161636,13.2991,0.456483029988,SM-runs,0.980791161636,0.941836357246,0.974054683952,10,0.3
1,3,5,0.5387,0.0777758102926,0.132073507243,0.975448584003,20.4253666667,0.585299836741,SM-runs,0.975448584003,0.63727756537,0.895523066447,10,0.8
1,3,5,0.6673,0.121517666754,0.017364095437,0.0769926189968,6.16153333333,4.10564905736,SM-runs,0.0769926189968,0.857329732281,0.0851950579908,-10,0.3
1,3,5,0.2519,0.0317745705452,0.0166964201794,0.0473725124655,5.42333333333,0.0189003233364,SM-runs,0.0473725124655,0.424078026217,0.0555457203644,-10,0.8
1,3,5,0.0968333333333,0.0273021163201,0.0578167695674,0.989136928319,18.3801666667,0.630838652554,SM-runs,0.989136928319,0.974563629245,0.986665788031,gt,0.3
1,3,5,0.223333333333,0.0416079586404,0.0547932339448,0.984899227365,30.0689666667,0.969696017088,SM-runs,0.984899227365,0.814549041527,0.951442530111,gt,0.8
1,3,5,0.1403,0.0617571318419,0.0868316627541,0.98690440825,15.2820333333,2.58630665214,SM-runs,0.98690440825,0.963470470573,0.982889949536,est,0.3
1,3,5,0.307866666667,0.0774061725934,0.0756815757303,0.983518897908,26.1869333333,4.10649394604,SM-runs,0.983518897908,0.760436994021,0.937141000652,est,0.8
1,5,5,0.0956333333333,0.028114626482,0.0557257236953,0.9865177733,16.7120333333,0.638649746644,SM-runs,0.9865177733,0.97529036355,0.984620180328,5,0.3
1,5,5,0.233466666667,0.0430129696203,0.05689663354,0.978750576046,25.5811,0.794750373807,SM-runs,0.978750576046,0.805999102013,0.944700226229,5,0.8
1,5,5,0.649433333333,0.107871121663,0.0106888665263,0.0791581631587,6.41413333333,3.33229907355,SM-runs,0.0791581631587,0.919544773739,0.0877764140241,-5,0.3
1,5,5,0.221533333333,0.0270945669011,0.0109656590424,0.0753147376496,6.87193333333,5.66671910329,SM-runs,0.0753147376496,0.521712845053,0.0823560208755,-5,0.8
1,5,5,0.206833333333,0.0418896035895,0.126266408938,0.98217718155,13.5879,0.485749136215,SM-runs,0.98217718155,0.945911046191,0.975923014613,10,0.3
1,5,5,0.519566666667,0.0910379713209,0.128145510391,0.971059825537,20.7400333333,0.463774692664,SM-runs,0.971059825537,0.653773954768,0.897713249413,10,0.8
1,5,5,0.652233333333,0.117849532126,0.0108059660955,0.0792785122852,6.58086666667,4.24038824271,SM-runs,0.0792785122852,0.912685832868,0.0879446900723,-10,0.3
1,5,5,0.228133333333,0.0232403863039,0.0105448828987,0.0478890313765,5.82166666667,0.0199722029053,SM-runs,0.0478890313765,0.53883605765,0.0564112312923,-10,0.8
1,5,5,0.0804666666667,0.0241008068099,0.0468253146881,0.988016467871,18.87,0.493174884465,SM-runs,0.988016467871,0.979343766406,0.986551270892,gt,0.3
1,5,5,0.1948,0.0387017656789,0.0474856203688,0.983950837722,30.4895,0.832455514327,SM-runs,0.983950837722,0.832066318968,0.954660916636,gt,0.8
1,5,5,0.124966666667,0.112213333531,0.0607093284918,0.955866480351,16.4655666667,2.62858671385,SM-runs,0.955866480351,0.968477207473,0.953771638054,est,0.3
1,5,5,0.218066666667,0.0593407860488,0.0352032105249,0.607101324188,20.2431333333,12.2687393993,SM-runs,0.607101324188,0.723846173375,0.591281103765,est,0.8
1,10,5,0.0889666666667,0.0217186299957,0.0514792653099,0.985866739294,17.7775666667,0.576883852165,SM-runs,0.985866739294,0.977341976146,0.984428133522,5,0.3
1,10,5,0.208766666667,0.039778288327,0.0511367368614,0.982345543639,26.5907666667,0.716137960793,SM-runs,0.982345543639,0.824931174377,0.951860296693,5,0.8
1,10,5,0.6676,0.0158484489252,0.00429535916795,0.0489663783747,6.804,0.00435889894354,SM-runs,0.0489663783747,0.963165456422,0.0581651526517,-5,0.3
1,10,5,0.189033333333,0.0409271575146,0.00590938627253,0.142660605008,9.99973333333,9.5549419811,SM-runs,0.142660605008,0.746875311048,0.149481568444,-5,0.8
1,10,5,0.185,0.0387436016223,0.11437680474,0.98278859536,14.6128666667,0.620870772026,SM-runs,0.98278859536,0.951999168227,0.977505487375,10,0.3
1,10,5,0.487533333333,0.0919549648228,0.119823236048,0.975066528662,21.7935666667,0.365637496558,SM-runs,0.975066528662,0.664701793172,0.903931849747,10,0.8
1,10,5,0.6649,0.0185837742848,0.00510980238352,0.0506415515084,6.806,0.0075718777944,SM-runs,0.0506415515084,0.956988465825,0.0601287930409,-10,0.3
1,10,5,0.2025,0.0171711968133,0.00338578525317,0.0545072583414,6.81566666667,0.00972396809721,SM-runs,0.0545072583414,0.804599863214,0.0644993466014,-10,0.8
1,10,5,0.0689,0.0206015371595,0.0400160365774,0.989792717983,19.7259,0.581320987063,SM-runs,0.989792717983,0.98224222063,0.98852044587,gt,0.3
1,10,5,0.178133333333,0.0444220165634,0.0434984143107,0.985614973118,31.3651,0.93664758047,SM-runs,0.985614973118,0.8456503615,0.958874293495,gt,0.8
1,10,5,0.143633333333,0.172995468791,0.0457981474165,0.893367617782,17.6857333333,3.83237158022,SM-runs,0.893367617782,0.97454004425,0.892669341296,est,0.3
1,10,5,0.1708,0.0347988505557,0.020913308108,0.547436233644,19.8425666667,12.3759618473,SM-runs,0.547436233644,0.814968874088,0.541010210237,est,0.8
2,3,5,0.110866666667,0.027838502514,0.065451502159,0.985944202926,10.1171333333,0.351208839423,SM-runs,0.985944202926,0.971150814596,0.983440131835,5,0.3
2,3,5,0.258766666667,0.0541557527466,0.0632076902235,0.982860460986,14.7973666667,0.377050437239,SM-runs,0.982860460986,0.787569597081,0.943493774635,5,0.8
2,3,5,0.0364666666667,0.0132230438587,0.0201626119589,0.992324553326,14.2606,0.507042378242,SM-runs,0.992324553326,0.990991461578,0.992099787615,-5,0.3
2,3,5,0.0892,0.0216370053381,0.0216967961734,0.991868949911,22.6814333333,0.487945672067,SM-runs,0.991868949911,0.915770454503,0.978237326266,-5,0.8
2,3,5,0.307233333333,0.0452000614552,0.188149531261,0.971320906294,7.36773333333,0.216678861195,SM-runs,0.971320906294,0.921513382036,0.962629679724,10,0.3
2,3,5,0.767133333333,0.1263512916,0.188506230208,0.960005907643,10.6611666667,0.386786166879,SM-runs,0.960005907643,0.55333897804,0.854364809961,10,0.8
2,3,5,0.6854,0.0150722703444,0.0150789973526,0.0467061974906,5.401,0.0108320512062,SM-runs,0.0467061974906,0.877208494062,0.055453307315,-10,0.3
2,3,5,0.229633333333,0.0200706806617,0.0110470877338,0.0485596620308,5.42966666667,0.0234852199384,SM-runs,0.0485596620308,0.520880314291,0.0571286913776,-10,0.8
2,3,5,0.0891,0.0253579047505,0.0523902268121,0.988278305151,11.7933333333,0.277411527438,SM-runs,0.988278305151,0.976854581688,0.986346362315,gt,0.3
2,3,5,0.2053,0.0519166960942,0.0503891812181,0.988450815849,18.8388,0.435151115514,SM-runs,0.988450815849,0.826485971454,0.956866158072,gt,0.8
2,3,5,0.1034,0.0420012698221,0.0608471976998,0.985938251962,9.99986666667,1.39954973077,SM-runs,0.985938251962,0.973352684274,0.983802832847,est,0.3
2,3,5,0.190533333333,0.0937229012687,0.0465866868862,0.985942218168,18.1726,2.89457358518,SM-runs,0.985942218168,0.839768276612,0.957335290696,est,0.8
2,5,5,0.0862,0.0224594449323,0.0508161561096,0.988151627734,10.4168666667,0.326274192802,SM-runs,0.988151627734,0.977740466583,0.986393193974,5,0.3
2,5,5,0.231433333333,0.0412170541834,0.0566101809629,0.983977476652,15.3901333333,0.287259317613,SM-runs,0.983977476652,0.806463754555,0.948962530219,5,0.8
2,5,5,0.0330666666667,0.013916257479,0.0177575208094,0.992163407325,14.6437666667,0.442024862297,SM-runs,0.992163407325,0.991966459164,0.99212747439,-5,0.3
2,5,5,0.0649333333333,0.0192335355275,0.01564777836,0.989345383811,22.9265,0.612430553886,SM-runs,0.989345383811,0.939551213086,0.980620503875,-5,0.8
2,5,5,0.308133333333,0.0478467925315,0.18606859835,0.971493095238,7.8602,0.256070745433,SM-runs,0.971493095238,0.920794631834,0.962633298557,10,0.3
2,5,5,0.7111,0.0990731547898,0.175005445131,0.963595965258,11.0008666667,0.250713612625,SM-runs,0.963595965258,0.573377399116,0.864831665596,10,0.8
2,5,5,0.645,0.11977812822,0.00538910498826,0.0809066603438,6.2404,2.32985642762,SM-runs,0.0809066603438,0.954209278747,0.089915833399,-10,0.3
2,5,5,0.1733,0.0640136183428,0.00481937581314,0.20946774447,9.7083,8.67275375011,SM-runs,0.20946774447,0.796046305853,0.217105071108,-10,0.8
2,5,5,0.0797333333333,0.0228778398359,0.0475733681737,0.990530337103,12.1904333333,0.438333258555,SM-runs,0.990530337103,0.979116746218,0.988601690247,gt,0.3
2,5,5,0.173266666667,0.0356603732765,0.0422732115291,0.985811257391,19.0065,0.444478627158,SM-runs,0.985811257391,0.848765109819,0.959804580289,gt,0.8
2,5,5,0.0851333333333,0.0423892544036,0.0493131016142,0.987947758435,11.3858,1.52378452982,SM-runs,0.987947758435,0.977961205663,0.986252708237,est,0.3
2,5,5,0.1136,0.0504503716537,0.0276193594035,0.986838353357,20.7404666667,2.46533471336,SM-runs,0.986838353357,0.898784070865,0.970668027176,est,0.8
2,10,5,0.0846666666667,0.0229685775693,0.0498922218242,0.987518801726,11.4238333333,0.329725651953,SM-runs,0.987518801726,0.978352251055,0.985970735194,5,0.3
2,10,5,0.222033333333,0.052421677026,0.054174896394,0.980928178996,16.2326,0.336579222967,SM-runs,0.980928178996,0.814585214722,0.948238839388,5,0.8
2,10,5,0.0244,0.00892038863129,0.0124620527152,0.992440803905,15.6572333333,0.463284123286,SM-runs,0.992440803905,0.994448939689,0.992772094105,-5,0.3
2,10,5,0.0523333333333,0.0168212828154,0.0124164693767,0.987350532067,24.0061666667,0.474394216051,SM-runs,0.987350532067,0.951363547048,0.981110408058,-5,0.8
2,10,5,0.283666666667,0.0501838840886,0.172771390408,0.973787190929,8.8391,0.198823430879,SM-runs,0.973787190929,0.927065542756,0.965649714878,10,0.3
2,10,5,0.7567,0.10747965699,0.185805336099,0.963039582182,11.9383333333,0.210946807408,SM-runs,0.963039582182,0.55564464688,0.857215984358,10,0.8
2,10,5,0.6361,0.118353805741,0.00139200497458,0.0820371097127,7.22343333333,2.00171747396,SM-runs,0.0820371097127,0.987497196277,0.0912325641742,-10,0.3
2,10,5,0.1827,0.0347641098453,0.00120031975432,0.0785679931534,7.64323333333,4.24662707478,SM-runs,0.0785679931534,0.911471307511,0.0871490324923,-10,0.8
2,10,5,0.0710666666667,0.0205149268149,0.041822713178,0.990979109153,13.0871333333,0.36607701679,SM-runs,0.990979109153,0.9813854171,0.989362093851,gt,0.3
2,10,5,0.156266666667,0.035645414229,0.0382644270306,0.986111389512,20.2725333333,0.397109114588,SM-runs,0.986111389512,0.864244308002,0.963289293442,gt,0.8
2,10,5,0.0577,0.0328746609615,0.0336171222177,0.989913809174,12.6904,1.33856001235,SM-runs,0.989913809174,0.985609900676,0.989184084387,est,0.3
2,10,5,0.0917,0.0525827284698,0.0207327803982,0.956687518958,21.2432333333,3.21990700366,SM-runs,0.956687518958,0.915406538434,0.945517395716,est,0.8
3,3,5,0.186533333333,0.0393554175291,0.114787656769,0.982460318735,6.92513333333,0.167203415701,SM-runs,0.982460318735,0.951503390205,0.977149353445,5,0.3
3,3,5,0.4993,0.0968229139546,0.1229323626,0.973675441996,10.0465666667,0.287341571808,SM-runs,0.973675441996,0.661273638157,0.901906420861,5,0.8
3,3,5,0.0413666666667,0.0173809921722,0.0239765224278,0.993476336588,10.5042,0.412759607197,SM-runs,0.993476336588,0.989409596894,0.992791899849,-5,0.3
3,3,5,0.102066666667,0.0243624483353,0.0248463215096,0.988697396095,16.9727666667,0.326456498719,SM-runs,0.988697396095,0.906956585346,0.973973951853,-5,0.8
3,3,5,0.271666666667,0.0507742279333,0.163505942472,0.971348931578,5.87026666667,0.121498129844,SM-runs,0.971348931578,0.930337351752,0.964242901776,10,0.3
3,3,5,0.630466666667,0.0923459919121,0.155341562986,0.962419299406,7.83726666667,0.156656723089,SM-runs,0.962419299406,0.606541420013,0.875892149224,10,0.8
3,3,5,0.0221666666667,0.0113639292892,0.0110135969218,0.992533928795,12.7139666667,0.337633280679,SM-runs,0.992533928795,0.99507488374,0.992953936139,-10,0.3
3,3,5,0.0511333333333,0.0199361202065,0.0123253430191,0.99248359887,20.0617666667,0.372318115177,SM-runs,0.99248359887,0.951134064074,0.985279455925,-10,0.8
3,3,5,0.0544666666667,0.017368042172,0.0306116127111,0.990348948906,9.15576666667,0.244665034054,SM-runs,0.990348948906,0.986152904964,0.989641987574,gt,0.3
3,3,5,0.1206,0.0260519992835,0.0294106872588,0.988137439198,13.4776333333,0.26801498507,SM-runs,0.988137439198,0.890707966592,0.970358544455,gt,0.8
3,3,5,0.0829333333333,0.0328165947181,0.0486104433284,0.988268808918,8.3065,1.00594306499,SM-runs,0.988268808918,0.9786282362,0.986638850745,est,0.3
3,3,5,0.153866666667,0.0895137729936,0.0376762089596,0.98874175087,14.3762666667,2.25815300535,SM-runs,0.98874175087,0.867783472628,0.965579745193,est,0.8
3,5,5,0.195966666667,0.0366492231235,0.120157171691,0.980672998953,7.32963333333,0.18351557306,SM-runs,0.980672998953,0.949316420317,0.975285546709,5,0.3
3,5,5,0.4554,0.0636734376853,0.111499777819,0.975129847891,10.4968,0.220582924694,SM-runs,0.975129847891,0.674840489267,0.907364105422,5,0.8
3,5,5,0.0360333333333,0.0138407209189,0.020426552064,0.993473103103,10.9691,0.353163545684,SM-runs,0.993473103103,0.990913416114,0.993042029355,-5,0.3
3,5,5,0.0846333333333,0.0280612227499,0.0205119240834,0.989102118105,17.3449,0.358216354549,SM-runs,0.989102118105,0.921849686907,0.977111957025,-5,0.8
3,5,5,0.259266666667,0.0389503387519,0.153919769875,0.9713418371,6.3256,0.128530567052,SM-runs,0.9713418371,0.933213899149,0.964749488152,10,0.3
3,5,5,0.623366666667,0.0998593955965,0.153341625902,0.962620581344,8.2685,0.225471321162,SM-runs,0.962620581344,0.607217713216,0.876334222491,10,0.8
3,5,5,0.0164,0.00847191438421,0.00753652047856,0.99294445293,13.1595,0.335197131054,SM-runs,0.99294445293,0.996682377618,0.993562524254,-10,0.3
3,5,5,0.034,0.0122311078811,0.00805918966101,0.992273104598,20.4536,0.504183934691,SM-runs,0.992273104598,0.96719513704,0.987974079401,-10,0.8
3,5,5,0.0448333333333,0.0183340908934,0.0247697246215,0.990822354629,9.4534,0.256873198291,SM-runs,0.990822354629,0.988854667246,0.990489721293,gt,0.3
3,5,5,0.0889,0.0256064445013,0.0215221073944,0.98695631141,13.9173666667,0.348347956631,SM-runs,0.98695631141,0.918852322544,0.974812826339,gt,0.8
3,5,5,0.0691,0.0295616305369,0.0405490310129,0.990224953035,8.99106666667,0.765813899645,SM-runs,0.990224953035,0.98216630711,0.988866330251,est,0.3
3,5,5,0.0945333333333,0.0512749018093,0.0227896701899,0.987642645349,15.7866,1.75250893673,SM-runs,0.987642645349,0.912949775748,0.974028388987,est,0.8
3,10,5,0.186866666667,0.0380295791311,0.114063439039,0.984501166993,8.38643333333,0.209760765847,SM-runs,0.984501166993,0.950794841383,0.978702481234,5,0.3
