auc_b,auc_m,auc_sm,x_b,x_m,x_sm,y_b,y_m,y_sm
0.913105929239,0.846156016635,0.960196656024,,,,,,
,,,0.0,,,0.0,,
,,,0.0300077439339,,,0.737131926733,,
,,,0.0300077439339,,,0.73716090888,,
,,,0.0300077439339,,,0.737189891027,,
,,,0.0300077439339,,,0.737247855321,,
,,,0.0300077439339,,,0.737276837468,,
,,,0.0300722767166,,,0.737276837468,,
,,,0.0301368094992,,,0.737305819615,,
,,,0.0302013422819,,,0.737305819615,,
,,,0.0302013422819,,,0.737334801762,,
,,,0.0302013422819,,,0.737363783909,,
,,,0.0302013422819,,,0.737392766056,,
,,,0.0302013422819,,,0.73745073035,,
,,,0.0302013422819,,,0.737479712497,,
,,,0.0302013422819,,,0.737537676791,,
,,,0.0302013422819,,,0.737653605379,,
,,,0.0302013422819,,,0.737682587526,,
,,,0.0302013422819,,,0.737711569673,,
,,,0.0302013422819,,,0.73774055182,,
,,,0.0302013422819,,,0.737769533967,,
,,,0.0302013422819,,,0.737798516114,,
,,,0.0302013422819,,,0.737856480408,,
,,,0.0302013422819,,,0.737885462555,,
,,,0.0302013422819,,,0.737914444702,,
,,,0.0302013422819,,,0.737943426849,,
,,,0.0302013422819,,,0.737972408996,,
,,,0.0302013422819,,,0.738001391143,,
,,,0.0302013422819,,,0.73803037329,,
,,,0.0302013422819,,,0.738059355437,,
,,,0.0302013422819,,,0.738088337584,,
,,,0.0302013422819,,,0.738117319731,,
,,,0.0302013422819,,,0.738146301878,,
,,,0.0302013422819,,,0.738175284025,,
,,,0.0302013422819,,,0.738204266172,,
,,,0.0302013422819,,,0.738233248319,,
,,,0.0302013422819,,,0.738262230466,,
,,,0.0302013422819,,,0.738291212613,,
,,,0.0302013422819,,,0.73832019476,,
,,,0.0302013422819,,,0.738349176907,,
,,,0.0302013422819,,,0.738378159054,,
,,,0.0302013422819,,,0.738407141201,,
,,,0.0302013422819,,,0.738465105495,,
,,,0.0302013422819,,,0.738494087642,,
,,,0.0302013422819,,,0.738523069789,,
,,,0.0302013422819,,,0.738552051936,,
,,,0.0302013422819,,,0.738581034083,,
,,,0.0302013422819,,,0.73861001623,,
,,,0.0302013422819,,,0.738638998377,,
,,,0.0303949406298,,,0.7388998377,,
,,,0.0303949406298,,,0.738928819847,,
,,,0.0303949406298,,,0.738957801994,,
,,,0.0303949406298,,,0.738986784141,,
,,,0.0303949406298,,,0.739015766288,,
,,,0.0303949406298,,,0.739044748435,,
,,,0.0303949406298,,,0.739073730582,,
,,,0.0303949406298,,,0.739131694876,,
,,,0.0303949406298,,,0.739160677023,,
,,,0.0303949406298,,,0.73918965917,,
,,,0.0303949406298,,,0.739247623464,,
,,,0.0303949406298,,,0.739305587758,,
,,,0.0303949406298,,,0.739334569905,,
,,,0.0303949406298,,,0.739363552052,,
,,,0.0303949406298,,,0.739450498493,,
,,,0.0303949406298,,,0.73947948064,,
,,,0.0303949406298,,,0.739508462787,,
,,,0.0303949406298,,,0.739537444934,,
,,,0.0303949406298,,,0.739566427081,,
,,,0.0303949406298,,,0.739595409228,,
,,,0.0304594734125,,,0.739595409228,,
,,,0.0304594734125,,,0.739624391375,,
,,,0.0304594734125,,,0.739653373522,,
,,,0.0304594734125,,,0.739682355669,,
,,,0.0304594734125,,,0.739711337816,,
,,,0.0304594734125,,,0.739740319963,,
,,,0.0304594734125,,,0.73976930211,,
,,,0.0304594734125,,,0.739798284257,,
,,,0.0304594734125,,,0.739827266404,,
,,,0.0304594734125,,,0.739856248551,,
,,,0.0304594734125,,,0.739885230698,,
,,,0.0304594734125,,,0.739914212845,,
,,,0.0305885389778,,,0.739914212845,,
,,,0.0308466701084,,,0.740522837932,,
,,,0.0308466701084,,,0.740551820079,,
,,,0.0308466701084,,,0.740580802226,,
,,,0.0308466701084,,,0.740609784373,,
,,,0.0308466701084,,,0.74063876652,,
,,,0.0308466701084,,,0.740667748667,,
,,,0.0308466701084,,,0.740696730814,,
,,,0.0308466701084,,,0.740725712961,,
,,,0.0308466701084,,,0.740783677255,,
,,,0.0308466701084,,,0.740812659402,,
,,,0.0308466701084,,,0.740841641549,,
,,,0.0308466701084,,,0.74092858799,,
,,,0.0308466701084,,,0.740986552284,,
,,,0.0308466701084,,,0.741015534431,,
,,,0.0309112028911,,,0.741102480872,,
,,,0.0309757356737,,,0.741102480872,,
,,,0.0309757356737,,,0.741131463019,,
,,,0.0309757356737,,,0.741160445166,,
,,,0.0309757356737,,,0.741189427313,,
,,,0.0310402684564,,,0.741247391607,,
,,,0.0310402684564,,,0.741334338048,,
,,,0.0310402684564,,,0.741363320195,,
,,,0.0310402684564,,,0.741392302342,,
,,,0.0310402684564,,,0.741479248783,,
,,,0.0310402684564,,,0.74150823093,,
,,,0.0310402684564,,,0.741682123812,,
,,,0.0310402684564,,,0.741769070253,,
,,,0.0310402684564,,,0.7417980524,,
,,,0.0310402684564,,,0.741827034547,,
,,,0.031104801239,,,0.741827034547,,
,,,0.031104801239,,,0.741856016694,,
,,,0.0311693340217,,,0.741971945282,,
,,,0.0311693340217,,,0.742000927429,,
,,,0.0311693340217,,,0.742029909576,,
,,,0.0311693340217,,,0.742058891723,,
,,,0.0312338668043,,,0.742058891723,,
,,,0.0312338668043,,,0.74208787387,,
,,,0.0312338668043,,,0.742116856017,,
,,,0.0312338668043,,,0.742145838164,,
,,,0.0312338668043,,,0.742174820311,,
,,,0.0314274651523,,,0.742580570369,,
,,,0.0314274651523,,,0.742609552516,,
,,,0.0314274651523,,,0.742754463251,,
,,,0.0314274651523,,,0.742783445398,,
,,,0.0314274651523,,,0.742928356133,,
,,,0.0316210635003,,,0.74295733828,,
,,,0.0317501290656,,,0.743189195456,,
,,,0.0317501290656,,,0.743218177603,,
,,,0.0317501290656,,,0.743276141897,,
,,,0.0317501290656,,,0.743363088338,,
,,,0.0317501290656,,,0.743392070485,,
,,,0.0318146618482,,,0.743421052632,,
,,,0.0318146618482,,,0.74353698122,,
,,,0.0318146618482,,,0.743565963367,,
,,,0.0318146618482,,,0.743594945514,,
,,,0.0318791946309,,,0.743594945514,,
,,,0.0318791946309,,,0.743623927661,,
,,,0.0318791946309,,,0.743652909808,,
,,,0.0318791946309,,,0.743681891955,,
,,,0.0319437274135,,,0.743942731278,,
,,,0.0319437274135,,,0.743971713425,,
,,,0.0319437274135,,,0.744000695572,,
,,,0.0319437274135,,,0.744029677719,,
,,,0.0321373257615,,,0.744522374217,,
,,,0.0321373257615,,,0.744551356364,,
,,,0.0321373257615,,,0.744580338511,,
,,,0.0322018585441,,,0.744580338511,,
,,,0.0324599896748,,,0.745188963598,,
,,,0.0324599896748,,,0.745217945745,,
,,,0.0324599896748,,,0.745246927892,,
,,,0.0324599896748,,,0.745275910039,,
,,,0.0324599896748,,,0.745391838627,,
,,,0.0325890552401,,,0.745507767215,,
,,,0.0325890552401,,,0.745536749362,,
,,,0.0325890552401,,,0.745565731509,,
,,,0.0325890552401,,,0.745594713656,,
,,,0.0325890552401,,,0.745623695803,,
,,,0.0325890552401,,,0.745710642244,,
,,,0.0327181208054,,,0.746145374449,,
,,,0.0327181208054,,,0.746174356596,,
,,,0.0327181208054,,,0.746203338743,,
,,,0.0327181208054,,,0.746261303037,,
,,,0.0327181208054,,,0.746290285184,,
,,,0.0327181208054,,,0.746319267331,,
,,,0.0327181208054,,,0.746348249478,,
,,,0.032782653588,,,0.746348249478,,
,,,0.032976251936,,,0.746377231625,,
,,,0.032976251936,,,0.746406213772,,
,,,0.0331698502839,,,0.746696035242,,
,,,0.0331698502839,,,0.746725017389,,
,,,0.0332343830666,,,0.746725017389,,
,,,0.0334279814146,,,0.746782981683,,
,,,0.0334279814146,,,0.74681196383,,
,,,0.0334279814146,,,0.746840945977,,
,,,0.0334279814146,,,0.746956874565,,
,,,0.0334279814146,,,0.746985856712,,
,,,0.0334279814146,,,0.747014838859,,
,,,0.0334279814146,,,0.747043821006,,
,,,0.0334279814146,,,0.747072803153,,
,,,0.0334279814146,,,0.7471017853,,
,,,0.0334279814146,,,0.747188731741,,
,,,0.0334925141972,,,0.747420588917,,
,,,0.0334925141972,,,0.747449571064,,
,,,0.0334925141972,,,0.747478553211,,
,,,0.0334925141972,,,0.747507535358,,
,,,0.0334925141972,,,0.747536517505,,
,,,0.0334925141972,,,0.747565499652,,
,,,0.0334925141972,,,0.747594481799,,
,,,0.0334925141972,,,0.747623463946,,
,,,0.0334925141972,,,0.747652446093,,
,,,0.0334925141972,,,0.74768142824,,
,,,0.0335570469799,,,0.747768374681,,
,,,0.0335570469799,,,0.747797356828,,
,,,0.0335570469799,,,0.747884303269,,
,,,0.0335570469799,,,0.747913285416,,
,,,0.0335570469799,,,0.747942267563,,
,,,0.0335570469799,,,0.74797124971,,
,,,0.0335570469799,,,0.748000231857,,
,,,0.0335570469799,,,0.748029214004,,
,,,0.0335570469799,,,0.748058196151,,
,,,0.0335570469799,,,0.748087178298,,
,,,0.0335570469799,,,0.748116160445,,
,,,0.0336215797625,,,0.748116160445,,
,,,0.0336861125452,,,0.748145142592,,
,,,0.0337506453278,,,0.74826107118,,
,,,0.0340733092411,,,0.748492928356,,
,,,0.0340733092411,,,0.748521910503,,
,,,0.0342023748064,,,0.748521910503,,
,,,0.0343959731544,,,0.74855089265,,
,,,0.034654104285,,,0.748811731973,,
,,,0.034654104285,,,0.74884071412,,
,,,0.034654104285,,,0.748898678414,,
,,,0.034654104285,,,0.748956642708,,
,,,0.034654104285,,,0.749043589149,,
,,,0.034654104285,,,0.749072571296,,
,,,0.034654104285,,,0.749101553443,,
,,,0.034654104285,,,0.74913053559,,
,,,0.034654104285,,,0.749159517737,,
,,,0.034654104285,,,0.749188499884,,
,,,0.0347186370676,,,0.749188499884,,
,,,0.0347186370676,,,0.749217482031,,
,,,0.0347186370676,,,0.749246464178,,
,,,0.0347186370676,,,0.749275446325,,
,,,0.0347831698503,,,0.749449339207,,
,,,0.0348477026329,,,0.74971017853,,
,,,0.0348477026329,,,0.749739160677,,
,,,0.0348477026329,,,0.749768142824,,
,,,0.0348477026329,,,0.749797124971,,
,,,0.0348477026329,,,0.749826107118,,
,,,0.0350413009809,,,0.750057964294,,
,,,0.0351703665462,,,0.750057964294,,
,,,0.0352348993289,,,0.750057964294,,
,,,0.0352348993289,,,0.750347785764,,
,,,0.0352348993289,,,0.750376767911,,
,,,0.0352348993289,,,0.750405750058,,
,,,0.0352348993289,,,0.750608625087,,
,,,0.0352994321115,,,0.750608625087,,
,,,0.0354284976768,,,0.750608625087,,
,,,0.0354284976768,,,0.750811500116,,
,,,0.0354284976768,,,0.750840482263,,
,,,0.0354284976768,,,0.750898446557,,
,,,0.0354930304595,,,0.751014375145,,
,,,0.0354930304595,,,0.751043357292,,
,,,0.0354930304595,,,0.751072339439,,
,,,0.0354930304595,,,0.751101321586,,
,,,0.0354930304595,,,0.751130303733,,
,,,0.0354930304595,,,0.751188268027,,
,,,0.0354930304595,,,0.751246232321,,
,,,0.0354930304595,,,0.751275214468,,
,,,0.0354930304595,,,0.751304196615,,
,,,0.0354930304595,,,0.751333178762,,
,,,0.0355575632421,,,0.751478089497,,
,,,0.0356220960248,,,0.751594018085,,
,,,0.0356220960248,,,0.751623000232,,
,,,0.0356220960248,,,0.751651982379,,
,,,0.0356220960248,,,0.751680964526,,
,,,0.0356220960248,,,0.751709946673,,
,,,0.0356220960248,,,0.751767910967,,
,,,0.0356220960248,,,0.751796893114,,
,,,0.0356220960248,,,0.751825875261,,
,,,0.0356220960248,,,0.751854857408,,
,,,0.0356220960248,,,0.751883839555,,
,,,0.0356866288074,,,0.752260607466,,
,,,0.0357511615901,,,0.752260607466,,
,,,0.0357511615901,,,0.752289589613,,
,,,0.0358156943727,,,0.752289589613,,
,,,0.0358156943727,,,0.752434500348,,
,,,0.0358156943727,,,0.752463482495,,
,,,0.0358156943727,,,0.752492464642,,
,,,0.0360092927207,,,0.752550428936,,
,,,0.0360092927207,,,0.752579411083,,
,,,0.0360092927207,,,0.75260839323,,
,,,0.0360092927207,,,0.752637375377,,
,,,0.036138358286,,,0.752666357524,,
,,,0.036138358286,,,0.752724321818,,
,,,0.0362028910687,,,0.752782286112,,
,,,0.0362674238513,,,0.752985161141,,
,,,0.0362674238513,,,0.753014143288,,
,,,0.0362674238513,,,0.753043125435,,
,,,0.0362674238513,,,0.753217018317,,
,,,0.0362674238513,,,0.753303964758,,
,,,0.0362674238513,,,0.753332946905,,
,,,0.0362674238513,,,0.753361929052,,
,,,0.0362674238513,,,0.753419893346,,
,,,0.0362674238513,,,0.753448875493,,
,,,0.0362674238513,,,0.753506839787,,
,,,0.0362674238513,,,0.753535821934,,
,,,0.0362674238513,,,0.753564804081,,
,,,0.0362674238513,,,0.753593786228,,
,,,0.0362674238513,,,0.753622768375,,
,,,0.0362674238513,,,0.753680732669,,
,,,0.036331956634,,,0.753680732669,,
,,,0.036331956634,,,0.753709714816,,
,,,0.036331956634,,,0.753738696963,,
,,,0.0364610221993,,,0.753738696963,,
,,,0.0364610221993,,,0.753825643404,,
,,,0.0364610221993,,,0.753854625551,,
,,,0.0364610221993,,,0.753883607698,,
,,,0.0364610221993,,,0.753999536286,,
,,,0.0364610221993,,,0.754028518433,,
,,,0.0364610221993,,,0.75405750058,,
