auc_b,auc_m,auc_sm,x_b,x_m,x_sm,y_b,y_m,y_sm
0.993443027936,0.993327301252,0.984001722606,,,,,,
,,,0.0,,,0.0,,
,,,0.00114201262932,,,0.736734153765,,
,,,0.00114201262932,,,0.737131136694,,
,,,0.00114201262932,,,0.737395791981,,
,,,0.00114201262932,,,0.737726611089,,
,,,0.00114201262932,,,0.737858938732,,
,,,0.00120918984281,,,0.737858938732,,
,,,0.00120918984281,,,0.737991266376,,
,,,0.00120918984281,,,0.73818975784,,
,,,0.00120918984281,,,0.738388249305,,
,,,0.00120918984281,,,0.738454413127,,
,,,0.00127636705629,,,0.738652904592,,
,,,0.00127636705629,,,0.738719068413,,
,,,0.00127636705629,,,0.738851396057,,
,,,0.00127636705629,,,0.738917559878,,
,,,0.00127636705629,,,0.7389837237,,
,,,0.00127636705629,,,0.739049887522,,
,,,0.00127636705629,,,0.739116051343,,
,,,0.00127636705629,,,0.739182215165,,
,,,0.00127636705629,,,0.73938070663,,
,,,0.00127636705629,,,0.739446870451,,
,,,0.00127636705629,,,0.739513034273,,
,,,0.00127636705629,,,0.739645361916,,
,,,0.00127636705629,,,0.739711525738,,
,,,0.00127636705629,,,0.739843853381,,
,,,0.00127636705629,,,0.739910017203,,
,,,0.00127636705629,,,0.739976181024,,
,,,0.00134354426978,,,0.739976181024,,
,,,0.00134354426978,,,0.740042344846,,
,,,0.00134354426978,,,0.740108508667,,
,,,0.00141072148327,,,0.740174672489,,
,,,0.00141072148327,,,0.740240836311,,
,,,0.00141072148327,,,0.740307000132,,
,,,0.00141072148327,,,0.740373163954,,
,,,0.00141072148327,,,0.740439327776,,
,,,0.00141072148327,,,0.740505491597,,
,,,0.00141072148327,,,0.740571655419,,
,,,0.00141072148327,,,0.74063781924,,
,,,0.00141072148327,,,0.740703983062,,
,,,0.00141072148327,,,0.740836310705,,
,,,0.00141072148327,,,0.740902474527,,
,,,0.00141072148327,,,0.74103480217,,
,,,0.00141072148327,,,0.741100965992,,
,,,0.00141072148327,,,0.741299457457,,
,,,0.00141072148327,,,0.741365621278,,
,,,0.00141072148327,,,0.7414317851,,
,,,0.00141072148327,,,0.741497948922,,
,,,0.00141072148327,,,0.741564112743,,
,,,0.00141072148327,,,0.741630276565,,
,,,0.00141072148327,,,0.741696440386,,
,,,0.00141072148327,,,0.74182876803,,
,,,0.00141072148327,,,0.741894931851,,
,,,0.00141072148327,,,0.741961095673,,
,,,0.00147789869676,,,0.742027259495,,
,,,0.00147789869676,,,0.742093423316,,
,,,0.00147789869676,,,0.742159587138,,
,,,0.00147789869676,,,0.742225750959,,
,,,0.00147789869676,,,0.742358078603,,
,,,0.00147789869676,,,0.742424242424,,
,,,0.00147789869676,,,0.742490406246,,
,,,0.00147789869676,,,0.742556570067,,
,,,0.00147789869676,,,0.742688897711,,
,,,0.00147789869676,,,0.742755061532,,
,,,0.00147789869676,,,0.743019716819,,
,,,0.00147789869676,,,0.74308588064,,
,,,0.00147789869676,,,0.743152044462,,
,,,0.00147789869676,,,0.743218208284,,
,,,0.00147789869676,,,0.743284372105,,
,,,0.00147789869676,,,0.743350535927,,
,,,0.00147789869676,,,0.743549027392,,
,,,0.00147789869676,,,0.743615191213,,
,,,0.00147789869676,,,0.743681355035,,
,,,0.00147789869676,,,0.743747518857,,
,,,0.00147789869676,,,0.743813682678,,
,,,0.00147789869676,,,0.7438798465,,
,,,0.00147789869676,,,0.743946010322,,
,,,0.00147789869676,,,0.744012174143,,
,,,0.00147789869676,,,0.744144501786,,
,,,0.00147789869676,,,0.74427682943,,
,,,0.00147789869676,,,0.744342993251,,
,,,0.00147789869676,,,0.744409157073,,
,,,0.00147789869676,,,0.744475320895,,
,,,0.00147789869676,,,0.744541484716,,
,,,0.00147789869676,,,0.744673812359,,
,,,0.00147789869676,,,0.744739976181,,
,,,0.00147789869676,,,0.744806140003,,
,,,0.00147789869676,,,0.744872303824,,
,,,0.00147789869676,,,0.744938467646,,
,,,0.00147789869676,,,0.745004631468,,
,,,0.00147789869676,,,0.745070795289,,
,,,0.00147789869676,,,0.745203122932,,
,,,0.00147789869676,,,0.745269286754,,
,,,0.00147789869676,,,0.745335450576,,
,,,0.00147789869676,,,0.745467778219,,
,,,0.00147789869676,,,0.745600105862,,
,,,0.00147789869676,,,0.745666269684,,
,,,0.00147789869676,,,0.745732433505,,
,,,0.00147789869676,,,0.745798597327,,
,,,0.00147789869676,,,0.74593092497,,
,,,0.00147789869676,,,0.745997088792,,
,,,0.00147789869676,,,0.746129416435,,
,,,0.00147789869676,,,0.746195580257,,
,,,0.00147789869676,,,0.746261744078,,
,,,0.00147789869676,,,0.746394071722,,
,,,0.00147789869676,,,0.746460235543,,
,,,0.00147789869676,,,0.746526399365,,
,,,0.00147789869676,,,0.746592563186,,
,,,0.00147789869676,,,0.746658727008,,
,,,0.00147789869676,,,0.74672489083,,
,,,0.00147789869676,,,0.746923382295,,
,,,0.00147789869676,,,0.746989546116,,
,,,0.00147789869676,,,0.747055709938,,
,,,0.00147789869676,,,0.747121873759,,
,,,0.00147789869676,,,0.747188037581,,
,,,0.00147789869676,,,0.747320365224,,
,,,0.00147789869676,,,0.747452692868,,
,,,0.00147789869676,,,0.747518856689,,
,,,0.00147789869676,,,0.747585020511,,
,,,0.00147789869676,,,0.747717348154,,
,,,0.00147789869676,,,0.747783511976,,
,,,0.00147789869676,,,0.747849675797,,
,,,0.00147789869676,,,0.747915839619,,
,,,0.00147789869676,,,0.747982003441,,
,,,0.00147789869676,,,0.748048167262,,
,,,0.00147789869676,,,0.748114331084,,
,,,0.00147789869676,,,0.748180494905,,
,,,0.00147789869676,,,0.748312822549,,
,,,0.00147789869676,,,0.748445150192,,
,,,0.00147789869676,,,0.748511314013,,
