Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta
8,3,5,0.207266666667,0.0364297802476,0.113676255567,0.957848961477,11.0,0.0,M-runs,0.957848961477,0.948587096213,0.956267661426
8,3,5,0.0729666666667,0.0441855808557,0.0425723743787,0.991069535453,7.36666666667,1.01598337694,SM-runs,0.991069535453,0.980837685582,0.989329622371
8,5,5,0.0939666666667,0.0208238378361,0.0566846357652,0.989946377138,24.0,0.0,Baseline,0.989946377138,0.975262402559,0.98746096751
8,5,5,0.0897666666667,0.0210723884635,0.0512832548092,0.983978441978,18.5666666667,0.495535624911,M-runs,0.983978441978,0.977443322688,0.982876169804
8,5,5,0.0562,0.0399753257231,0.0331215320243,0.991787179833,8.06666666667,0.62893207547,SM-runs,0.991787179833,0.985659550142,0.990741150423
8,10,5,0.0221333333333,0.0106418461222,0.013994549849,0.998848410531,48.0,0.0,Baseline,0.998848410531,0.993890975183,0.998017712255
8,10,5,0.0168666666667,0.00901381655509,0.0104006664182,0.998515132025,37.7666666667,0.558768487141,M-runs,0.998515132025,0.995461922072,0.99800373109
8,10,5,0.0399666666667,0.0149587952575,0.0225787073192,0.992183268173,9.2,0.47609522857,SM-runs,0.992183268173,0.990089532022,0.991829088183
9,3,5,0.2139,0.0371952954014,0.128270759199,0.978645134098,14.0,0.0,Baseline,0.978645134098,0.94429754908,0.972728036336
9,3,5,0.176766666667,0.0323116937896,0.0966767887595,0.960668202434,11.0,0.0,M-runs,0.960668202434,0.956813991101,0.960006157871
9,3,5,0.0779,0.0483951443845,0.0474051554842,0.993116654458,7.03333333333,0.982626864866,SM-runs,0.993116654458,0.979273691492,0.99075816623
9,5,5,0.0942333333333,0.0206295634682,0.0568032723152,0.99094404302,24.0,0.0,Baseline,0.99094404302,0.974914624222,0.988228941665
9,5,5,0.0716333333333,0.0220234471013,0.0400989652217,0.986500036131,19.0,0.0,M-runs,0.986500036131,0.982005791378,0.985740332679
9,5,5,0.0735,0.0483540760088,0.0441993031546,0.992967894556,7.53333333333,0.921351664072,SM-runs,0.992967894556,0.980495207594,0.990839366192
9,10,5,0.0175333333333,0.0103367736209,0.0110290125331,0.999463587017,49.0,0.0,Baseline,0.999463587017,0.995040045531,0.998722178283
9,10,5,0.0139,0.00936429388689,0.00841961563743,0.998936669446,38.6,0.489897948557,M-runs,0.998936669446,0.996180554175,0.998475043006
9,10,5,0.0385,0.0162290891098,0.0222166532141,0.994418367285,9.03333333333,0.481894409827,SM-runs,0.994418367285,0.98996592186,0.993670731308
10,3,5,0.2036,0.0325459674921,0.12176088542,0.979064350611,15.0,0.0,Baseline,0.979064350611,0.946900078669,0.973537628068
10,3,5,0.1824,0.0342769115684,0.101740985246,0.964355357697,11.1,0.3,M-runs,0.964355357697,0.954728405672,0.962702491081
10,3,5,0.0825666666667,0.0470678116008,0.0497673982075,0.991899641601,6.56666666667,0.667499479817,SM-runs,0.991899641601,0.978168040864,0.98955338619
10,5,5,0.0746,0.0212062883755,0.0453883640296,0.992195035679,25.0,0.0,Baseline,0.992195035679,0.980354884662,0.990193801666
10,5,5,0.0697666666667,0.0190467553376,0.0398853387621,0.987380181533,19.1333333333,0.33993463424,M-runs,0.987380181533,0.982521399765,0.986559822548
10,5,5,0.0580666666667,0.0397449647405,0.0347884788628,0.992712749565,7.23333333333,0.919540948276,SM-runs,0.992712749565,0.984993025721,0.991396058433
10,10,5,0.0136666666667,0.00779458501497,0.0085647102199,0.999278527522,50.0,0.0,Baseline,0.999278527522,0.996208408019,0.998764675587
10,10,5,0.0132333333333,0.00764496929723,0.00807112019846,0.99869859239,39.3333333333,0.537483849887,M-runs,0.99869859239,0.996456688702,0.998323241821
10,10,5,0.0554333333333,0.033190042014,0.0330006643167,0.993360520092,8.63333333333,0.481894409827,SM-runs,0.993360520092,0.98549043875,0.992026044877
