Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,pow_term,theta
1,3,5,0.0428333333333,0.0173302881941,0.0136020925713,0.992005077352,11.5472333333,0.367585788929,SM-runs,0.992005077352,0.981376329569,0.990207076546,5,0.3
1,3,5,0.0543333333333,0.0211365928086,0.0109999214134,0.951131051287,8.99666666667,0.462982817056,SM-runs,0.951131051287,0.909574130631,0.943636159824,5,0.8
1,3,5,0.0522666666667,0.0220558886065,0.0169461547729,0.991886096493,11.515,0.418237890839,SM-runs,0.991886096493,0.977332652948,0.989417035426,-5,0.3
1,3,5,0.0497333333333,0.0199732042719,0.0100066101222,0.952888134293,8.58386666667,0.56416219496,SM-runs,0.952888134293,0.915219350615,0.946079173365,-5,0.8
1,3,5,0.0560666666667,0.0198812027358,0.0182378272905,0.992290693622,11.5124333333,0.334245586691,SM-runs,0.992290693622,0.975336984562,0.989412384995,10,0.3
1,3,5,0.0546666666667,0.0266487439771,0.0110553172107,0.949515023422,8.90743333333,0.628165619527,SM-runs,0.949515023422,0.913052551146,0.942847855187,10,0.8
1,3,5,0.0448333333333,0.0197637434601,0.0141435829642,0.990849087454,11.5591333333,0.306366744641,SM-runs,0.990849087454,0.980716581543,0.989134560178,-10,0.3
1,3,5,0.0531,0.0255830021694,0.010801408591,0.954100043234,8.82063333333,0.696270612302,SM-runs,0.954100043234,0.913313276351,0.946753057817,-10,0.8
1,3,5,0.0613333333333,0.026363274118,0.0198767839101,0.990886416539,11.1867666667,0.305206562111,SM-runs,0.990886416539,0.973297106458,0.987887734412,est,0.3
1,3,5,0.0629666666667,0.0300327413926,0.0132204953721,0.965344182643,9.78533333333,0.452032619275,SM-runs,0.965344182643,0.891975739364,0.951839619332,est,0.8
1,3,5,0.0467333333333,0.0183174476631,0.0147850027573,0.990065630788,11.4473333333,0.366189325653,SM-runs,0.990065630788,0.980217532578,0.988395754893,gt,0.3
1,3,5,0.0489333333333,0.0207588267705,0.00990074228463,0.954961424728,8.91946666667,0.545793473354,SM-runs,0.954961424728,0.918558373349,0.948473721977,gt,0.8
1,5,5,0.0362333333333,0.0167564581248,0.0114714976745,0.991646567493,11.5552333333,0.297978039832,SM-runs,0.991646567493,0.984944927477,0.990512139798,5,0.3
1,5,5,0.035,0.014587666023,0.00678662222243,0.955046935551,8.94046666667,0.547276574402,SM-runs,0.955046935551,0.940765945795,0.952463176292,5,0.8
1,5,5,0.0381,0.0143511904268,0.011939459943,0.991471447923,11.6947333333,0.38894532035,SM-runs,0.991471447923,0.98377653779,0.990177109782,-5,0.3
1,5,5,0.0397333333333,0.0151831778258,0.007719928152,0.949811734471,8.9684,0.474443505594,SM-runs,0.949811734471,0.93368136414,0.946848044687,-5,0.8
1,5,5,0.0348,0.0159319385721,0.0107448965727,0.991355912479,11.6834,0.305632524447,SM-runs,0.991355912479,0.985262040235,0.990325816631,10,0.3
1,5,5,0.0335333333333,0.0141013789712,0.00643300436421,0.9542938375,9.3124,0.541523258965,SM-runs,0.9542938375,0.945050114378,0.952567090779,10,0.8
1,5,5,0.0418666666667,0.0177702623003,0.0129928184558,0.989696858117,11.7114333333,0.391574572151,SM-runs,0.989696858117,0.982449839443,0.988461566855,-10,0.3
1,5,5,0.0327333333333,0.0137596834589,0.00616164190395,0.948905542052,8.719,0.565957301098,SM-runs,0.948905542052,0.946233257069,0.948300439614,-10,0.8
1,5,5,0.0496666666667,0.0187017527402,0.0158137484349,0.990504115153,11.4277,0.435729514722,SM-runs,0.990504115153,0.978645124991,0.988495741348,est,0.3
1,5,5,0.0497333333333,0.0309611943496,0.00770699880037,0.853457618663,8.99366666667,1.66040837012,SM-runs,0.853457618663,0.887414600241,0.851179024312,est,0.8
1,5,5,0.0389666666667,0.0204865538559,0.012271619352,0.991698905481,11.6112,0.318433289717,SM-runs,0.991698905481,0.983335299317,0.990280129888,gt,0.3
1,5,5,0.0342,0.0148916083752,0.0066123754496,0.95509361741,8.90396666667,0.639231595138,SM-runs,0.95509361741,0.943173285776,0.952967997237,gt,0.8
1,10,5,0.0309333333333,0.0113840043726,0.00968573699189,0.99235259894,12.1463666667,0.338083370717,SM-runs,0.99235259894,0.987150361012,0.991475759521,5,0.3
1,10,5,0.0226666666667,0.0106843603251,0.00411769363044,0.958890013871,9.5551,0.651889016628,SM-runs,0.958890013871,0.963391347914,0.959535882182,5,0.8
1,10,5,0.0271333333333,0.0115779483886,0.00858312926863,0.994209212439,12.1173333333,0.353308489693,SM-runs,0.994209212439,0.988463476636,0.993241664443,-5,0.3
1,10,5,0.0233333333333,0.0105746026981,0.00423230815916,0.957451591163,9.5717,0.593115230513,SM-runs,0.957451591163,0.962746777112,0.958223646212,-5,0.8
1,10,5,0.0298666666667,0.0141344339194,0.00918603517458,0.992028516046,12.1973,0.325780002456,SM-runs,0.992028516046,0.987541234477,0.991271496985,10,0.3
1,10,5,0.0181333333333,0.00917871934906,0.00310147477523,0.958758590604,9.5343,0.652778581654,SM-runs,0.958758590604,0.971112270175,0.960636762311,10,0.8
1,10,5,0.0312666666667,0.0131477078695,0.00959256751618,0.991410672296,12.2345333333,0.385121516177,SM-runs,0.991410672296,0.986998172827,0.99066013733,-10,0.3
1,10,5,0.0215,0.0120104121495,0.00366650235904,0.949896515938,9.3094,0.561677345101,SM-runs,0.949896515938,0.966646953727,0.952465167349,-10,0.8
1,10,5,0.0403,0.0169669286162,0.0128881759603,0.992958673128,11.8256333333,0.43911110844,SM-runs,0.992958673128,0.982475841059,0.991183699046,est,0.3
