Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,pow_term,theta,M
4,5,5,0.0169,0.0111933015683,0.00268663928632,0.952040539085,3.5597,0.140826879537,SM-runs,0.952040539085,0.977182827709,0.955998222896,gt,0.8,5
4,5,5,0.0214,0.0130629246342,0.00382117092479,0.959313478477,3.5749,0.0745753980881,SM-runs,0.959313478477,0.968452279534,0.960807007552,gt,0.8,10
4,5,5,0.0176,0.0105470374987,0.00287922169964,0.952352137257,3.5063,0.10541541633,SM-runs,0.952352137257,0.972709875249,0.955587534598,gt,0.8,100
4,5,5,0.0191,0.00907138357694,0.00603275617458,0.996165596539,4.9522,0.211545172481,SM-runs,0.996165596539,0.991710540789,0.995415141033,est,0.3,3
4,5,5,0.015,0.00702851335632,0.00470051751798,0.996446351992,4.9759,0.0569165178134,SM-runs,0.996446351992,0.993676035801,0.995981301656,est,0.3,5
4,5,5,0.0157,0.00679779375974,0.00476697503428,0.995878642046,4.9945,0.0761554331614,SM-runs,0.995878642046,0.993242093891,0.995435435774,est,0.3,10
4,5,5,0.0211,0.0138956827828,0.00709872020174,0.997387966979,5.0359,0.147972598815,SM-runs,0.997387966979,0.990895399623,0.996295999406,est,0.3,100
4,5,5,0.0243,0.0148798521498,0.00405019359197,0.935198908109,4.0746,0.623485396782,SM-runs,0.935198908109,0.967362110848,0.938288103263,est,0.8,3
4,5,5,0.0239,0.0101336074524,0.00456244601831,0.966639169333,4.3445,0.167318409029,SM-runs,0.966639169333,0.959641021404,0.9654427596,est,0.8,5
4,5,5,0.0283,0.0135133267555,0.00388652289841,0.881151656744,3.9043,0.809058471311,SM-runs,0.881151656744,0.962568168096,0.888593058709,est,0.8,10
4,5,5,0.0181,0.0101828286836,0.0034355528519,0.974215109626,4.3421,0.0896743553085,SM-runs,0.974215109626,0.968583567932,0.973214707512,est,0.8,100
5,5,5,0.0103,0.00544150714417,0.00311342397765,0.996839481192,4.9452,0.0583606031497,SM-runs,0.996839481192,0.995740419153,0.996653480765,10,0.3,3
5,5,5,0.0154,0.00596992462264,0.00484461251328,0.996705184315,4.9437,0.0624196283231,SM-runs,0.996705184315,0.993382631895,0.996148262375,10,0.3,5
5,5,5,0.0086,0.00753923072999,0.00263496148488,0.997415064647,4.8949,0.0841943584808,SM-runs,0.997415064647,0.996531695271,0.9972642565,10,0.3,10
5,5,5,0.0121,0.00671490878568,0.00378547998096,0.9973899169,4.9064,0.0583921227564,SM-runs,0.9973899169,0.994769752827,0.996948821012,10,0.3,100
5,5,5,0.0239,0.00809258920247,0.00436763944568,0.958374938764,3.3015,0.10959402356,SM-runs,0.958374938764,0.963430585225,0.959151807512,10,0.8,3
5,5,5,0.024,0.0117046999107,0.004653905412,0.969726143884,3.1955,0.106264998941,SM-runs,0.969726143884,0.957846074439,0.967620539904,10,0.8,5
5,5,5,0.0244,0.00860464990572,0.00459129723356,0.963745051713,3.2819,0.116328371432,SM-runs,0.963745051713,0.961801285662,0.963338867978,10,0.8,10
5,5,5,0.0228,0.0083402637848,0.00410818658894,0.956233799215,3.1752,0.129314964331,SM-runs,0.956233799215,0.962462948448,0.957207324961,10,0.8,100
5,5,5,0.0131,0.0112556652402,0.00432393924305,0.998585266539,4.8811,0.0794134119655,SM-runs,0.998585266539,0.994130444286,0.997833809658,-10,0.3,3
5,5,5,0.0116,0.00724154679609,0.00346954188945,0.996242523607,4.9004,0.0654907627074,SM-runs,0.996242523607,0.995292107954,0.996080534801,-10,0.3,5
5,5,5,0.0127,0.00635688603013,0.00384921619132,0.996058819808,5.0147,0.0389616478091,SM-runs,0.996058819808,0.99485983554,0.995857075047,-10,0.3,10
5,5,5,0.0164,0.00818779579618,0.0052380888091,0.996617447113,4.9852,0.066493307934,SM-runs,0.996617447113,0.993000196069,0.996007527127,-10,0.3,100
5,5,5,0.0221,0.0157318148985,0.00400039841395,0.959789758183,3.2033,0.125678200178,SM-runs,0.959789758183,0.964222196158,0.960407632624,-10,0.8,3
5,5,5,0.0223,0.010714942837,0.00433873944411,0.972023240676,3.1553,0.0671521406956,SM-runs,0.972023240676,0.962170521214,0.970259302978,-10,0.8,5
5,5,5,0.0197,0.0118494725621,0.00345450648433,0.957370870069,3.2137,0.138036263351,SM-runs,0.957370870069,0.969450645927,0.959272929908,-10,0.8,10
5,5,5,0.0174,0.00728285658241,0.00268059665262,0.947432260107,3.168,0.0805679837156,SM-runs,0.947432260107,0.976148223972,0.952032425169,-10,0.8,100
5,5,5,0.0125,0.00817618492942,0.00396209382994,0.997627995292,4.9059,0.0776381993609,SM-runs,0.997627995292,0.994544227426,0.997109317768,gt,0.3,3
5,5,5,0.013,0.013,0.00417133705489,0.997654377607,4.9173,0.0698785374775,SM-runs,0.997654377607,0.994407979723,0.997103603467,gt,0.3,5
5,5,5,0.0136,0.00881135630876,0.00414395595735,0.996231025567,4.9082,0.086878996311,SM-runs,0.996231025567,0.994312006608,0.995908422423,gt,0.3,10
5,5,5,0.0122,0.00515363949069,0.00376068789371,0.997049243095,4.939,0.0720541463068,SM-runs,0.997049243095,0.994698758884,0.996655493141,gt,0.3,100
5,5,5,0.0195,0.00666708332031,0.00355459128405,0.964781843767,3.215,0.122887753662,SM-runs,0.964781843767,0.96789658413,0.965231195419,gt,0.8,3
5,5,5,0.0204,0.0105470374987,0.00376365493209,0.964865224863,3.2061,0.0903774861345,SM-runs,0.964865224863,0.964834544541,0.964769788153,gt,0.8,5
5,5,5,0.0233,0.0128300428682,0.00419904789942,0.954460662504,3.1994,0.157714425466,SM-runs,0.954460662504,0.95898763491,0.955141496411,gt,0.8,10
5,5,5,0.0204,0.0101014850393,0.00367032693974,0.963158237837,3.2496,0.130827520041,SM-runs,0.963158237837,0.966643382139,0.963677761145,gt,0.8,100
5,5,5,0.028,0.0184607692147,0.00920557109633,0.995357851485,4.7351,0.170368688438,SM-runs,0.995357851485,0.988194948325,0.994146670778,est,0.3,3
5,5,5,0.0307,0.0157610278853,0.0102529048768,0.997130580254,4.6864,0.197059483405,SM-runs,0.997130580254,0.986289588297,0.995296721952,est,0.3,5
5,5,5,0.0394,0.0161195533437,0.0134202833577,0.997891349031,4.6,0.126589889012,SM-runs,0.997891349031,0.982205862484,0.9952344292,est,0.3,10
5,5,5,0.0277,0.0181,0.00920776786889,0.997159000984,4.7042,0.14792146565,SM-runs,0.997159000984,0.987677267193,0.995557536369,est,0.3,100
5,5,5,0.024,0.0107517440446,0.00399947615589,0.940394909932,3.8383,0.437225353794,SM-runs,0.940394909932,0.963572188889,0.942478244038,est,0.8,3
5,5,5,0.0231,0.0129263297188,0.00302330135314,0.902523198849,3.5558,0.869711768346,SM-runs,0.902523198849,0.972890489409,0.910193841623,est,0.8,5
5,5,5,0.0254,0.0158442418563,0.00422176335375,0.9373777464,3.7637,0.471330892261,SM-runs,0.9373777464,0.961393213959,0.938342809877,est,0.8,10
5,5,5,0.0193,0.00823468275042,0.00367611517026,0.972045296739,3.7936,0.496200201532,SM-runs,0.972045296739,0.967896029555,0.971286525988,est,0.8,100
6,5,5,0.0183,0.00660378679244,0.00599142235993,0.998103897831,4.8461,0.0640740977307,SM-runs,0.998103897831,0.991626223954,0.99701704103,10,0.3,3
6,5,5,0.0216,0.00965608616366,0.00714332602179,0.997412756139,4.8202,0.0393263270596,SM-runs,0.997412756139,0.990436888997,0.996240593079,10,0.3,5
6,5,5,0.0123,0.00567538544947,0.00383634966799,0.996977570473,4.7662,0.0355128145885,SM-runs,0.996977570473,0.994847043944,0.996620691915,10,0.3,10
6,5,5,0.0123,0.00814923309275,0.00394320746545,0.99808066759,4.8233,0.0442878087062,SM-runs,0.99808066759,0.994503406553,0.997480280765,10,0.3,100
6,5,5,0.0155,0.0111736296699,0.00277563601412,0.967710849772,3.0891,0.025121504732,SM-runs,0.967710849772,0.975104079944,0.968785006516,10,0.8,3
6,5,5,0.014,0.00752329714952,0.00221165861853,0.957418475599,3.1044,0.0403613676676,SM-runs,0.957418475599,0.9785313295,0.96083564786,10,0.8,5
6,5,5,0.0149,0.0062040309477,0.00277306177578,0.974941602318,3.0703,0.0278856593969,SM-runs,0.974941602318,0.974698051556,0.974860250959,10,0.8,10
6,5,5,0.0193,0.00900055553841,0.00356402462717,0.966289841058,3.0918,0.0664978195131,SM-runs,0.966289841058,0.968354866212,0.96657590834,10,0.8,100
6,5,5,0.0184,0.0083330666624,0.00581751153904,0.996665012643,4.8343,0.0572189653874,SM-runs,0.996665012643,0.991863973486,0.995858100618,-10,0.3,3
